DBID,Date,Time,Finder Name,Contact No.,Animal Type,Species,Age,Alive/Dead,Area,State,Mile Marker,High Tide Dist.,Longitude,Latitude,Est/Exact,Length,Width,Weight,Sex,Entangled,Entangling Item,Injured,Injury Desc.,Notes,,,,,,,,,,,,,,,,,,,,,,,
703,25-02-10,00:00,no data,no data,Shark,Salmon Shark,no data,Dead,Waldport,Oregon,0,0,-124.088,44.401,Estimate,91,0,0,No Data,No Data,No Data,No Data,,Missing head,,,,,,,,,,,,,,,,,,,,,,,
704,28-06-10,00:00,no data,no data,Shark,Salmon Shark,Juvenile,No Data,"Rincon Point, Santa Barbara (11 Miles E Of Sb)",Oregon,0,0,-119.479,34.373,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
705,12-08-10,00:00,Ranger Amy,no data,Shark,Salmon Shark,no data,No Data,"Beachside State Park, Waldport",Oregon,0,0,-124.091,44.381,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
706,13-08-10,00:00,Cindy Burns,no data,Shark,Salmon Shark,no data,Dead,"North Of Wax Myrtle Acces Rd, South Spit Of Siltcoos River",Oregon,0,0,-124.157,43.871,Estimate,91,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
707,15-08-10,00:00,no data,no data,Shark,Salmon Shark,no data,No Data,"Washburn State Park, In Front Of Parking Area, Florence",Oregon,0,0,-124.119,44.161,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
708,16-08-10,00:00,no data,no data,Shark,Salmon Shark,Juvenile,No Data,Florence,Oregon,0,0,-124.14,43.97,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
709,18-08-10,00:00,no data,no data,Shark,Salmon Shark,no data,No Data,Seal Rock,Oregon,0,0,-124.0851,44.4967,Estimate,76,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
710,20-08-10,00:00,no data,no data,Shark,Salmon Shark,Juvenile,No Data,Anchor Bay,California,0,0,-123.581,38.802,Estimate,94,0,0,Female,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
711,20-08-10,00:00,no data,no data,Shark,Salmon Shark,Juvenile,No Data,Rio Del Mar Beach,California,0,0,-121.892,36.959,Estimate,107,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
712,20-08-10,00:00,no data,no data,Shark,Salmon Shark,Juvenile,No Data,Manressa Beach,California,0,0,-121.854,36.919,Estimate,98,0,0,Female,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
713,22-08-10,00:00,no data,no data,Shark,Salmon Shark,Juvenile,No Data,Sunset State Beach,California,0,0,-120.04,34.46,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
714,23-08-10,00:00,no data,no data,Shark,Salmon Shark,Juvenile,No Data,Pacifica,California,0,0,-122.495,37.623,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
715,27-08-10,00:00,no data,no data,Shark,Salmon Shark,Juvenile,No Data,Morro Strand,California,0,0,-120.869,36.364,Estimate,93,0,0,Female,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
716,27-08-10,00:00,no data,no data,Shark,Salmon Shark,no data,No Data,North Of Sparrow Road Access And South Of Tahkenitch Outlet,Oregon,0,0,-124.109,43.454,Exact,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
717,29-08-10,00:00,no data,no data,Shark,Salmon Shark,Juvenile,No Data,Pescadero Beach,California,0,0,-122.412,37.267,Estimate,97,0,0,Male,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
718,02-09-10,00:00,no data,no data,Shark,Salmon Shark,Juvenile,No Data,Stinson Beach,California,0,0,-122.646,37.899,Estimate,92,0,0,Female,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
719,08-09-10,00:00,no data,no data,Shark,Salmon Shark,no data,Dead,Gardiner,Oregon,0,0,-124.166,43.825,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
720,10-09-10,00:00,no data,no data,Shark,Salmon Shark,Juvenile,No Data,"Cayucos, San Luis Obispo County",California,0,0,-120.895,35.44,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
721,07-10-10,00:00,no data,no data,Shark,Salmon Shark,no data,No Data,"South Beach State Park, Near Jetty",Oregon,0,0,-124.072,44.61,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
722,16-10-10,00:00,no data,no data,Shark,Salmon Shark,Juvenile,No Data,Tofino,"British Columbia, Canada",0,0,-125.897,49.119,Estimate,0,0,0,Female,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
723,17-10-10,00:00,no data,no data,Shark,Salmon Shark,no data,No Data,South Beach State Park,Oregon,0,0, -124.0656,44.6061,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
724,18-10-10,00:00,no data,no data,Shark,Salmon Shark,no data,No Data,Yachats,Oregon,0,0,-124.1087,44.312,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
725,28-10-10,00:00,no data,no data,Shark,Salmon Shark,no data,No Data,"Astoria, Ft. Stevens",Oregon,0,0,-123.9646,46.2084,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
726,07-01-11,00:00,no data,no data,Shark,Salmon Shark,Juvenile,No Data,Pismo Beach,California,0,0,-120.643,35.141,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
727,20-01-11,00:00,no data,no data,Shark,Salmon Shark,Juvenile,No Data,Malibu,California,0,0,-118.813,34.007,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
728,06-02-11,00:00,no data,no data,Shark,Salmon Shark,Juvenile,No Data,Cowell Beach,California,0,0,-122.024,36.962,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
729,09-02-11,00:00,no data,no data,Shark,Salmon Shark,Juvenile,No Data,Stinson Beach,California,0,0,-122.645,37.899,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
730,04-04-11,00:00,no data,no data,Shark,Salmon Shark,Juvenile,No Data,Topanga Beach,California,0,0,-118.582,34.039,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
731,07-07-11,00:00,Andy Cleland,no data,Shark,Salmon Shark,no data,No Data,Just To The South Of Tahkenitch Creek,Oregon,0,0,-124.173,43.789,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
732,19-07-11,00:00,no data,no data,Shark,Salmon Shark,Juvenile,No Data,"Emerald Bay, Laguna",California,0,0,-117.809,33.551,Estimate,122,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
733,21-07-11,00:00,no data,no data,Shark,Salmon Shark,Juvenile,No Data,Laguna Beach,California,0,0,-117.784,33.541,Estimate,122,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
734,21-07-11,00:00,no data,no data,Shark,Salmon Shark,Juvenile,No Data,Pacifica,California,0,0,-122.495,37.623,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
735,28-07-11,00:00,no data,no data,Shark,Salmon Shark,Juvenile,No Data,"Mad River Beach, Humboldt County",California,0,0,-124.134,40.934,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
736,10-08-11,00:00,no data,no data,Shark,Salmon Shark,Juvenile,No Data,"Edgewater Cottage, Wakonda Beach",Oregon,0,0,-124.0874,44.3977,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
737,20-08-11,00:00,Tim Shinner,no data,Shark,Salmon Shark,no data,Alive,Whiskey Run Beach Just North Of Bandon,Oregon,0,0,-124.396,43.21,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
738,26-08-11,00:00,no data,no data,Shark,Salmon Shark,Adult,No Data,La Push,Washington,0,0,-124.638,47.907,Estimate,152,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
739,30-08-11,00:00,no data,no data,Shark,Salmon Shark,Juvenile,No Data,Cannon Beach,Oregon,0,0,-123.966,45.889,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
740,06-09-11,00:00,no data,no data,Shark,Salmon Shark,Juvenile,No Data,Rio Del Mar Beach,California,0,0,-121.892,36.959,Estimate,0,0,0,Male,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
741,06-09-11,00:00,no data,no data,Shark,Salmon Shark,Juvenile,No Data,Manzanita,Oregon,0,0,-123.942,45.718,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
742,12-09-11,00:00,no data,no data,Shark,Salmon Shark,no data,No Data,About 1/4 - 3/4 Mile North Of Driftwood State Park,Oregon,0,0,-124.084,44.471,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
743,12-09-11,00:00,no data,no data,Shark,Salmon Shark,no data,No Data,"About 1/8 Mile North Of Sutton Creek, Florence",Oregon,0,0,-124.131,44.052,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
744,12-09-11,00:00,no data,no data,Shark,Salmon Shark,no data,No Data,Near 3999 Hwy 101 Yachats (Silver Surf Motel),Oregon,0,0,-124.1,44.338,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
745,14-09-11,00:00,no data,no data,Shark,Salmon Shark,Juvenile,No Data,"Sunset Beach, Seaside",Oregon,0,0,-123.942,46.104,Estimate,122,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
746,14-09-11,00:00,no data,no data,Shark,Salmon Shark,Juvenile,No Data,"Sunset Beach, Seaside",Oregon,0,0,-123.945,46.104,Estimate,122,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
747,15-09-11,00:00,no data,no data,Shark,Salmon Shark,Juvenile,No Data,Seacliff State Beach,California,0,0,-121.917,36.973,Estimate,100,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
748,21-09-11,00:00,no data,no data,Shark,Salmon Shark,no data,No Data,About 1/2 Mile South Of Parking Lot Of Patterson State Park,Oregon,0,0,-124.087,44.407,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
749,20-10-11,00:00,no data,no data,Shark,Salmon Shark,no data,No Data,"Yaquina Bay, Newport",Oregon,0,0,-124.0296,44.6194,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
750,22-10-11,00:00,Heather Van Meter,no data,Shark,Salmon Shark,no data,No Data,"On Beach Near Noaa Dock, Yaquina Bay, Newport",Oregon,0,0,-124.049,44.626,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
751,24-10-11,00:00,no data,no data,Shark,Salmon Shark,no data,No Data,Yachats,Oregon,0,0, -124.1087,44.312,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
752,25-10-11,00:00,no data,no data,Shark,Salmon Shark,no data,No Data,S. Of Waldport,Oregon,0,0,-124.086,44.405,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
753,27-10-11,00:00,Ryan Parker,no data,Shark,Salmon Shark,no data,No Data,"1/8 Mile South Of Colorado Street Access, Yachats",Oregon,0,0,-124.096,44.358,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
754,27-10-11,00:00,no data,no data,Shark,Salmon Shark,no data,No Data,Waldport,Oregon,0,0,-124.088,44.401,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
755,14-11-11,00:00,no data,no data,Shark,Salmon Shark,no data,No Data,"Lost Creek, Beavercreek",Oregon,0,0,-124.0737,44.543,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
756,18-11-11,00:00,Leslie and Don Suva,no data,Shark,Salmon Shark,no data,Dead,"Below China Creek Parking Area, Next To China Creek",Oregon,0,0,-124.437,43.073,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
757,23-11-11,00:00,no data,no data,Shark,Salmon Shark,Adult,No Data,Port Hardy,"British Columbia, Canada",0,0,-127.493,50.718,Estimate,150,0,0,Female,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
758,09-01-12,00:00,no data,no data,Shark,Salmon Shark,no data,No Data,"South Beach, Newport",Oregon,0,0,-124.0656,44.6061,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
759,06-02-12,00:00,no data,no data,Shark,Salmon Shark,Juvenile,No Data,Cowell Beach,California,0,0,-122.024,36.962,Estimate,91,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
760,22-07-12,00:00,no data,no data,Shark,Salmon Shark,no data,Alive,"Neakahnie, Nehalem Rd, Manzanita",Oregon,0,0,-123.944,45.727,Estimate,0,0,0,No Data,No Data,No Data,Yes,,,,,,,,,,,,,,,,,,,,,,,,,
761,23-07-12,00:00,no data,no data,Shark,Salmon Shark,Juvenile,No Data,Arch Cape,Oregon,0,0,-123.963,45.828,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
762,24-07-12,00:00,no data,no data,Shark,Salmon Shark,no data,No Data,Manzanita Beach,Oregon,0,0,-123.9413,45.7165,Estimate,61,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
763,28-07-12,00:00,no data,no data,Shark,Salmon Shark,no data,Dead,Rockaway Beach,Oregon,0,0,-123.944,45.634,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
764,05-08-12,00:00,no data,no data,Shark,Salmon Shark,Juvenile,No Data,Manresa State Beach,California,0,0,-121.854,36.919,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
765,05-08-12,00:00,no data,no data,Shark,Salmon Shark,no data,Dead,"Otter Point State Park, North Of Gold Beach",Oregon,0,0,-124.424,42.457,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
766,06-08-12,00:00,no data,no data,Shark,Salmon Shark,no data,Dead,Lincoln City,Oregon,0,0,-124.019,44.962,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
767,06-08-12,00:00,no data,no data,Shark,Salmon Shark,Juvenile,No Data,"Ocean Beach, San Francisco",California,0,0,-122.512,37.768,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
768,06-08-12,00:00,no data,no data,Shark,Salmon Shark,Juvenile,No Data,"Seascape, Pacifica",California,0,0,-122.49,37.61,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
769,07-08-12,00:00,no data,no data,Shark,Salmon Shark,no data,No Data,Netarts,Oregon,0,0,-123.948,45.4315,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
770,10-08-12,00:00,no data,no data,Shark,Salmon Shark,Juvenile,No Data,"Arch Rock, Near Sea Ranch ~100 Miles N San Francisco",California,0,0,-123.45,38.71,Estimate,97,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
771,15-08-12,00:00,no data,no data,Shark,Salmon Shark,Juvenile,No Data,"Montara State Beach, San Matea County",California,0,0,-122.52,37.54,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
772,20-08-12,00:00,no data,no data,Shark,Salmon Shark,no data,Dead,"Gov. Patterson's Park, Waldport",Oregon,0,0,-124.086,44.414,Estimate,61,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
773,20-08-12,00:00,no data,no data,Shark,Salmon Shark,no data,Alive,Lone Ranch Beach,Oregon,0,0,-124.343,42.099,Estimate,0,0,0,No Data,No Data,No Data,No Data,,"about 4 feet long, high up on beach; looks like baby great white",,,,,,,,,,,,,,,,,,,,,,,
774,21-08-12,00:00,no data,no data,Shark,Salmon Shark,no data,Dead,"Proposal Rock, Neskowin",Oregon,0,0,-123.987,45.102,Estimate,53,0,0,No Data,No Data,No Data,No Data,,"Cold, lethargic, missing left front flipper",,,,,,,,,,,,,,,,,,,,,,,
775,23-08-12,00:00,no data,no data,Shark,Salmon Shark,Juvenile,Dead,"China Creek, Coos Cty",Oregon,0,0,-124.437,43.072,Estimate,0,0,0,No Data,No Data,No Data,No Data,,"Large, lethargic, partially buried in sand",,,,,,,,,,,,,,,,,,,,,,,
776,28-08-12,00:00,no data,no data,Shark,Salmon Shark,no data,No Data,Oregon Sand Dunes Recreation Area In Florence,Oregon,0,0,-124.14607,43.9239,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
777,28-08-12,00:00,no data,no data,Shark,Salmon Shark,Juvenile,No Data,Seaside,Oregon,0,0,-123.935,45.993,Estimate,112,0,0,Female,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
778,29-08-12,00:00,no data,no data,Shark,Salmon Shark,no data,Dead,"Seal Rock, 13650 S. Coast Hwy",Oregon,0,0,-124.074566,44.539076,Exact,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
779,30-08-12,00:00,no data,no data,Shark,Salmon Shark,no data,Dead,"North Of Laurel St, Gleneden Beach",Oregon,0,0,-124.037,44.883,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
780,30-08-12,00:00,no data,no data,Shark,Salmon Shark,no data,Dead,"Salishan, Gleneden Beach",Oregon,0,0,-124.034,44.894,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
781,04-09-12,00:00,no data,no data,Shark,Salmon Shark,Juvenile,Dead,".25 Miles North Of Beachcombers, Lincoln Beach",Oregon,0,0,-124.037,44.884,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
782,16-09-12,00:00,Trisha Wymore,no data,Shark,Salmon Shark,no data,No Data,In Front Of Driftwood Shores Hotel,Oregon,0,0,-124.081,44.022,Exact,0,0,0,No Data,No Data,No Data,No Data,,blood in genitalia area,,,,,,,,,,,,,,,,,,,,,,,
783,16-09-12,00:00,Trisha Wymore,no data,Shark,Salmon Shark,no data,No Data,Just North Of Breach Sand Road North Of The Siltcoos River,Oregon,0,0,-124.092,43.539,Exact,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
784,01-10-12,00:00,no data,no data,Shark,Salmon Shark,no data,No Data,"South Of Curtis St Access, Seal Rock",Oregon,0,0,-124.082,44.507,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
785,02-10-12,00:00,no data,no data,Shark,Salmon Shark,Juvenile,No Data,"Sunset Beach, Seaside",Oregon,0,0,-123.945,46.104,Estimate,107,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
786,13-12-12,00:00,no data,no data,Shark,Salmon Shark,Juvenile,No Data,Seaside,Oregon,0,0,-123.933,45.993,Estimate,76,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
787,14-12-12,00:00,no data,no data,Shark,Salmon Shark,no data,No Data,Seaside,Oregon,0,0,-123.945,46.104,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
788,23-12-12,00:00,no data,no data,Shark,Salmon Shark,no data,No Data,Bay City,Oregon,0,0,-123.891,45.523,Estimate,91,0,0,No Data,No Data,No Data,No Data,,"a couple feet long, tangled in rope on shore - no pictures",,,,,,,,,,,,,,,,,,,,,,,
789,10-02-13,00:00,no data,no data,Shark,Salmon Shark,Juvenile,No Data,"Tajiguas Beach, Santa Barbara",California,0,0,-120.101,34.464,Estimate,0,0,0,No Data,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
790,05-03-13,00:00,no data,no data,Shark,Salmon Shark,Juvenile,No Data,"Coronado Island, San Diego",California,0,0,-117.184,32.682,Estimate,0,0,0,Female,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
791,05-03-13,00:00,no data,no data,Shark,Salmon Shark,Juvenile,No Data,Morro Strand State Beach,California,0,0,-120.869,36.364,Estimate,115,0,0,Male,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
792,27-08-13,00:00,Terry,no data,Shark,Salmon Shark,no data,Dead,"Roads End Beach, Wayside, Logan Creek",Oregon,245,,-124.0091,45.0084,Estimate,0,0,0,No Data,No,No Data,Yes,Bite missing from gill,Juvenile,,,,,,,,,,,,,,,,,,,,,,,
793,12-09-95,00:00,no data,no data,Turtle,Sea Turtle,no data,Dead - Unknown,Waldport,Oregon,0,0,-124.088,44.401,Estimate,0,0,0,Male,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
794,05-11-98,00:00,no data,no data,Turtle,Sea Turtle,no data,Dead - Unknown,Lincoln Beach,Oregon,0,0,-124.04859,44.85024,Estimate,0,0,0,Unknown,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
795,02-11-14,00:00,,,Turtle,Unidentified Hardshell Sea Turtle,,,"Tj Estuary; On Beach Approximately .5 Miles North Of Usa/Mx Border, Pretty High Up On Beach, Past High Tide Line; Hard Shelled Turtle ~1.5-2 Ft. Long",California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,12-11-14,00:00,,,Turtle,Unidentified Hardshell Sea Turtle,,Advanced Decomposition,"North Island Naval Station, Near North Boat Ramp",California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,01-08-74,00:00,,,Turtle,Unidentified Sea Turtle,,Alive,Kachemak Bay,Alaska,,,-151.2367,59.6855,Estimate,,,,,,,,,SIGHTING,,,,,,,,,,,,,,,,,,,,,,,
798,01-08-79,00:00,,,Turtle,Unidentified Sea Turtle,,Alive,Marmot Bay,Alaska,,,-152.2714,58.06509,Estimate,,,,,,,,,SIGHTING,,,,,,,,,,,,,,,,,,,,,,,
799,19-07-80,00:00,no data,no data,Turtle,Unidentified Sea Turtle,no data,Live,Off Westport,Washington,0,0,-124.1159,46.9105,Estimate,0,0,0,Unknown,No Data,No Data,No Data,,Sighted at sea.*,,,,,,,,,,,,,,,,,,,,,,,
800,05-06-84,00:00,,,Turtle,Unidentified Sea Turtle,,Fresh Dead,"Huntington Beach, Lifeguard Station B, Between Orange County Sanitation District Stations 9N & 15N",California,,,,,,,,,,,,,,"YELLOW-GREEN COLOR; BROKEN VERTEBRAE.  Contact: KIMBERLY CHRISTENSEN, ORANGE COUNTY SANITATION DISTRICT, FOUNTAIN VALLEY",,,,,,,,,,,,,,,,,,,,,,,
801,01-08-87,00:00,no data,no data,Turtle,Unidentified Sea Turtle,no data,Dead/Mutilated,Ocean Park,Washington,0,0,-124.054,46.4882,Estimate,0,0,0,Unknown,No Data,No Data,No Data,,*,,,,,,,,,,,,,,,,,,,,,,,
802,09-10-89,00:00,,,Turtle,Unidentified Sea Turtle,,Advanced Decomposition,"Huntington Beach, Huntington City Beach",California,,,,,,,,,,,,,,REPORT RECEIVED VIA PHONE,,,,,,,,,,,,,,,,,,,,,,,
803,01-11-89,00:00,no data,no data,Turtle,Unidentified Sea Turtle,no data,Undetermined,Ocean Shores,Washington,0,0,-124.1643,46.95459,Estimate,0,0,0,Unknown,No Data,No Data,No Data,,,,,,,,,,,,,,,,,,,,,,,,,
804,13-11-89,00:00,no data,no data,Turtle,Unidentified Sea Turtle,no data,Dead,Copalis,Washington,0,0,-124.1818,47.1197,Estimate,0,0,0,Unknown,No Data,No Data,No Data,,*,,,,,,,,,,,,,,,,,,,,,,,
805,23-04-90,00:00,,,Turtle,Unidentified Sea Turtle,,Alive,"Palos Verdes Estates, Malaga Cove",California,,,,,,,,,,,,,,Original Weight on form was 10 lbs. PUSHED OUT TO SEA FROM CAVE,,,,,,,,,,,,,,,,,,,,,,,
806,29-07-90,00:00,,,Turtle,Unidentified Sea Turtle,,Advanced Decomposition,"Surfside, East End Of Surfside Beach",California,,,,,,,,,,,,,,Original Length on form was 24 IN (estimated).  Original CCL on form was 24 in. DISPOSED OF BY ANIMAL CONTROL; REPORT RECEIVED VIA PHONE,,,,,,,,,,,,,,,,,,,,,,,
807,30-07-90,00:00,,,Turtle,Unidentified Sea Turtle,,Advanced Decomposition,"Surfside, Extreme West End Of Surfside Beach",California,,,,,,,,,,,,,,Original Length on form was 24 IN (estimated).  Original CCL on form was 24 in. DISPOSED OF BY ANIMAL CONTROL; REPORT RECEIVED VIA PHONE,,,,,,,,,,,,,,,,,,,,,,,
808,06-11-90,00:00,,,Turtle,Unidentified Sea Turtle,,Advanced Decomposition,"Seal Beach, Anaheim Bay, Seal Beach Naval Weapons Station",California,,,,,,,,,,,,,,"Original Length on form was 20 IN (estimated).  CARCASS FLOATING OFFSHORE; DESCRIBED AS HAVING """"A HARD SHELL""""",,,,,,,,,,,,,,,,,,,,,,,
809,11-11-90,00:00,,,Turtle,Unidentified Sea Turtle,,Advanced Decomposition,"Huntington Beach, Huntington Harbor, Near Entrance To Anaheim Bay",California,,,,,,,,,,,,,,"Original Length on form was 24 IN (estimated).  Original CCL on form was 24 in. CARCASS FLOATING OFFSHORE; DESCRIBED AS HAVING """"A HARD SHELL""""",,,,,,,,,,,,,,,,,,,,,,,
810,07-09-91,00:00,,,Turtle,Unidentified Sea Turtle,,Fresh Dead,"Huntington Beach, Bolsa Chica State Beach, 3/4 Mile North Of Goldenwest Street",California,,,,,,,,,,,,,,HARD-SHELLED; REPORT RECEIVED VIA PHONE,,,,,,,,,,,,,,,,,,,,,,,
811,09-08-92,00:00,no data,no data,Turtle,Unidentified Sea Turtle,no data,Live,Skagit Bay,Washington,0,0,-122.4497,48.3052,Estimate,0,0,0,Unknown,No Data,No Data,No Data,,Turtle reported seen from vessel underway.,,,,,,,,,,,,,,,,,,,,,,,
